Tag,cX,cY
42,319.8818664550781,278.8746337890625
34,2959.884765625,2650.115234375
21,2886.452880859375,2437.0478515625
15,2703.060546875,2331.8486328125
4,2866.228515625,1433.99853515625
20,533.3134765625,1303.6533203125
0,1603.207763671875,874.624755859375
36,261.7959899902344,857.6469116210938
28,2035.748779296875,755.0747680664062
47,3491.96337890625,435.3704223632813
30,910.467041015625,399.51025390625
34,2960.299560546875,2650.7607421875
21,2886.220703125,2437.25
15,2703.224609375,2331.986328125
5,3254.35302734375,1859.5548095703125
20,534.1067504882812,1304.0330810546875
0,1603.9306640625,874.6488037109375
36,262.96502685546875,856.3836669921875
28,2036.46337890625,754.6568603515625
47,3492.469482421875,418.0019836425781
30,910.664306640625,398.5926513671875
34,2960.4873046875,2650.82080078125
21,2886.0712890625,2437.267333984375
15,2702.822021484375,2332.00048828125
5,3254.363037109375,1860.0389404296875
23,2247.840576171875,1250.745849609375
0,1604.070068359375,874.523193359375
36,261.4911499023437,854.5224609375
28,2036.118408203125,755.4564208984375
47,3482.3681640625,403.63031005859375
30,910.6395263671876,397.6890563964844
33,395.1279296875,341.356689453125
34,2959.718994140625,2650.080078125
15,2703.0888671875,2331.9814453125
3,630.07177734375,1511.0733642578125
23,2247.80078125,1250.4439697265625
0,1603.9527587890625,874.3887939453125
36,259.1478576660156,854.099365234375
28,2035.841552734375,755.3531494140625
30,910.7242431640624,397.9973449707031
47,3475.9345703125,386.9700317382813
33,387.2858276367188,345.9813842773437
34,2959.83203125,2650.25390625
21,2885.90478515625,2437.26708984375
15,2702.74072265625,2331.99462890625
3,627.33349609375,1509.8172607421875
4,2866.328125,1433.68701171875
0,1604.115234375,874.2879638671875
36,257.3126220703125,851.2030639648438
28,2036.1531982421875,755.1339721679688
30,910.740966796875,398.0504150390625
47,3472.12548828125,386.0949096679688
33,389.4949951171875,339.2944641113281
34,2960.3916015625,2650.8603515625
21,2886.0859375,2437.56298828125
15,2703.046142578125,2332.021728515625
5,3254.20361328125,1859.55859375
3,629.274169921875,1510.3736572265625
23,2247.978759765625,1250.5242919921875
0,1603.9522705078125,874.582763671875
36,253.54440307617188,843.607666015625
28,2036.2657470703125,755.0299682617188
30,910.2701416015624,398.0662841796875
47,3468.30126953125,372.8666076660156
33,387.951171875,336.5355834960937
34,2959.53173828125,2650.09130859375
21,2886.36328125,2437.13623046875
15,2703.13330078125,2331.77734375
20,525.5,1305.5
23,2247.9306640625,1250.569580078125
0,1603.8192138671875,874.5806274414062
36,248.87005615234372,836.810302734375
28,2036.1607666015625,754.9903564453125
30,910.1502685546876,398.02252197265625
47,3468.6513671875,355.3759765625
33,386.644287109375,338.1575927734375
21,2886.21044921875,2437.16552734375
15,2702.98583984375,2331.780029296875
5,3254.24169921875,1859.763671875
3,629.6275024414062,1510.988525390625
43,3169.6611328125,1317.544677734375
20,528.5,1308.5
0,1603.9910888671875,874.57958984375
36,244.61929321289065,833.1326904296875
28,2035.9765625,755.21435546875
30,910.0999145507812,398.0598754882813
33,387.3149108886719,336.30841064453125
34,2960.89892578125,2650.830810546875
21,2885.796875,2437.405517578125
15,2703.03271484375,2331.99365234375
43,3167.2802734375,1318.45703125
0,1603.909912109375,874.6527099609375
30,910.1246948242188,398.034423828125
33,388.1938781738281,336.3914489746094
34,2959.702880859375,2650.116943359375
21,2886.33544921875,2437.27978515625
15,2702.9443359375,2331.8173828125
5,3253.755859375,1859.9478759765625
4,2866.6484375,1433.93212890625
43,3165.73681640625,1317.092041015625
20,532.5,1312.0
0,1604.059814453125,874.461181640625
28,2036.548583984375,754.9716186523438
30,910.2186279296876,397.4546508789063
33,386.5602416992188,335.875732421875
34,2960.4482421875,2650.8896484375
21,2886.140380859375,2436.9345703125
15,2703.006103515625,2331.748779296875
5,3254.01318359375,1859.66650390625
3,629.8634643554688,1511.249267578125
43,3166.788818359375,1314.44140625
20,523.5,1311.0
0,1603.93310546875,874.6124267578125
28,2036.57568359375,755.382080078125
30,910.6973876953124,397.8226623535156
33,388.4144592285156,337.6044311523437
34,2959.691650390625,2650.149658203125
15,2703.04248046875,2331.96728515625
5,3254.32275390625,1859.8609619140625
3,633.2413330078125,1515.5225830078125
20,520.0,1320.0
43,3167.33447265625,1305.155029296875
0,1603.9185791015625,874.653564453125
28,2036.7825927734373,755.0782470703125
30,910.9931640625,398.0426025390625
33,389.1604614257813,337.48272705078125
34,2960.196533203125,2650.699462890625
15,2703.197265625,2331.882568359375
5,3253.6875,1859.6771240234373
3,634.0700073242188,1515.7646484375
20,526.1055297851562,1324.541748046875
43,3170.05224609375,1303.8414306640625
0,1604.01708984375,874.512939453125
28,2036.5435791015625,755.2733764648438
30,910.57275390625,397.3358459472656
33,389.3711242675781,337.2676086425781
34,2961.5078125,2653.1826171875
15,2702.99853515625,2331.596923828125
5,3254.19287109375,1859.430419921875
43,3170.219482421875,1304.427734375
0,1603.362548828125,874.365966796875
28,2036.595703125,755.3480224609375
30,911.145263671875,397.1374206542969
33,392.1087341308594,335.9215087890625
34,2959.71044921875,2650.168212890625
15,2702.970703125,2331.90771484375
5,3254.4208984375,1859.66943359375
20,524.0,1336.5
43,3166.98974609375,1300.70947265625
0,1603.81591796875,873.7479248046875
28,2036.5390625,755.2230834960938
30,911.1873779296876,397.1507568359375
33,390.6966552734375,338.05145263671875
34,2960.83837890625,2650.81689453125
21,2886.21826171875,2437.501708984375
15,2703.21728515625,2331.80517578125
5,3253.98291015625,1859.823486328125
4,2866.62060546875,1434.292724609375
43,3169.80908203125,1297.996337890625
0,1603.44287109375,874.4403076171875
36,245.5659942626953,768.2412719726562
28,2038.58935546875,753.5574951171875
30,911.3001708984376,396.5728454589844
33,392.9317932128906,337.2255859375
34,2960.3623046875,2650.1943359375
21,2886.1884765625,2437.17431640625
15,2703.045166015625,2331.840576171875
5,3254.25244140625,1859.719482421875
4,2865.67333984375,1434.989013671875
20,523.6483764648438,1346.0771484375
43,3162.96923828125,1289.50390625
0,1603.942626953125,874.5761108398438
28,2038.584228515625,753.6786499023438
30,912.8271484375,396.93072509765625
33,392.73382568359375,338.6861267089844
34,2959.595947265625,2650.15966796875
21,2886.0185546875,2437.2138671875
15,2703.1591796875,2331.92236328125
3,643.1117553710938,1522.508544921875
4,2865.314453125,1435.28466796875
43,3159.4423828125,1289.655029296875
23,2247.6923828125,1251.01416015625
0,1603.397705078125,874.384033203125
28,2038.442626953125,753.6819458007812
30,913.7415771484376,397.0285034179688
33,394.929443359375,339.4951171875
34,2960.333984375,2650.94091796875
15,2703.19189453125,2331.86083984375
5,3254.076416015625,1859.860107421875
4,2865.5107421875,1435.521728515625
20,523.6543579101562,1375.0517578125
43,3142.91552734375,1290.9833984375
0,1603.91357421875,873.65771484375
28,2038.6658935546875,753.74169921875
36,256.73223876953125,726.9187622070312
33,394.85101318359375,339.65435791015625
34,2959.72021484375,2650.20068359375
21,2886.13916015625,2437.08935546875
15,2703.17041015625,2331.818359375
5,3254.298828125,1859.696044921875
3,644.055908203125,1525.046875
4,2865.459716796875,1435.5205078125
43,3139.28369140625,1295.548583984375
0,1603.780029296875,873.7651977539062
28,2038.69580078125,753.76171875
33,394.02294921875,340.06329345703125
34,2959.74853515625,2650.150390625
21,2886.126708984375,2437.22265625
15,2703.214599609375,2331.92333984375
5,3254.6884765625,1859.761474609375
3,645.7833251953125,1527.380615234375
4,2865.146240234375,1435.449951171875
43,3141.35400390625,1293.714599609375
0,1603.983154296875,873.646728515625
28,2035.8236083984373,756.181884765625
36,247.95260620117188,720.5267333984375
33,395.0577697753906,343.3953552246094
15,2703.193115234375,2331.935302734375
5,3254.06494140625,1859.68310546875
3,645.035400390625,1526.56005859375
4,2865.18310546875,1435.4859619140625
43,3148.37060546875,1282.49365234375
0,1603.99365234375,873.7623291015625
28,2039.2177734375,753.9314575195312
36,257.6679382324219,701.6578369140625
30,918.5,394.5
33,394.8704833984375,342.873779296875
34,2959.63720703125,2650.13720703125
21,2886.42529296875,2437.17431640625
15,2703.379638671875,2331.90380859375
5,3254.42138671875,1859.6680908203125
4,2865.20751953125,1435.2208251953125
20,502.5,1406.5
43,3156.325439453125,1279.234619140625
0,1603.8515625,873.72998046875
28,2038.717041015625,753.7445068359375
30,919.5,395.0
33,395.2423706054688,342.00177001953125
21,2886.34716796875,2437.06982421875
15,2703.384521484375,2331.893798828125
5,3254.59375,1859.409912109375
3,651.216064453125,1535.59375
4,2865.13134765625,1435.173828125
20,502.5,1407.0
43,3154.9287109375,1277.7958984375
0,1603.8494873046875,873.747314453125
28,2038.44921875,753.9173583984375
33,395.15576171875,343.82281494140625
21,2885.81689453125,2437.134033203125
15,2703.538818359375,2332.124755859375
5,3254.1103515625,1859.56103515625
4,2865.2119140625,1435.163330078125
20,508.7642211914063,1406.72021484375
43,3152.864501953125,1275.53759765625
0,1603.987548828125,873.76025390625
28,2038.257568359375,754.27490234375
36,289.99151611328125,657.330078125
30,921.5,395.5
33,395.26171875,343.4081115722656
34,2959.55029296875,2650.103515625
21,2886.310546875,2437.232177734375
15,2703.3212890625,2332.275634765625
5,3254.56201171875,1859.9375
4,2865.3427734375,1435.2772216796875
20,509.5,1411.0
43,3150.02001953125,1273.06103515625
0,1603.318359375,874.3634033203125
28,2038.343994140625,754.9390258789062
36,314.3333740234375,639.975830078125
33,393.7913818359375,343.3501281738281
34,2960.060546875,2652.70654296875
21,2885.9638671875,2436.91015625
15,2703.345703125,2332.044921875
5,3254.7802734375,1859.632080078125
3,652.910888671875,1546.0584716796875
4,2865.4892578125,1435.201904296875
43,3147.8671875,1270.54931640625
0,1603.476806640625,874.3770141601562
28,2037.144775390625,755.93701171875
36,340.7372131347656,621.1236572265625
30,920.8621215820312,395.1799621582031
33,396.983154296875,342.0387878417969
21,2885.56787109375,2437.0341796875
15,2703.333984375,2332.0400390625
5,3253.996337890625,1859.6533203125
3,651.4102172851562,1544.098876953125
4,2865.35205078125,1435.39892578125
20,509.92669677734375,1411.55322265625
43,3140.70849609375,1264.288330078125
0,1603.978759765625,873.7281494140625
28,2038.833740234375,754.3824462890625
36,361.43408203125,620.4544067382812
33,394.76171875,343.6575927734375
34,2959.61279296875,2650.056640625
21,2886.310302734375,2437.17578125
15,2703.23095703125,2332.1865234375
5,3254.59326171875,1859.6627197265625
4,2865.1845703125,1435.42822265625
20,508.0,1411.5
43,3138.06787109375,1267.0997314453125
0,1603.8660888671875,873.7365112304688
28,2037.3560791015625,756.425048828125
36,383.4843444824219,607.5747680664062
33,394.7544555664063,343.557861328125
34,2961.20068359375,2650.825927734375
21,2886.26904296875,2437.383544921875
15,2703.328125,2332.13818359375
5,3254.869140625,1859.46875
4,2865.442138671875,1434.904296875
20,503.5,1412.0
43,3139.8662109375,1271.865478515625
0,1604.1248779296875,873.7318115234375
28,2037.71142578125,756.6267700195312
30,920.0652465820312,403.4489135742188
33,395.37451171875,343.42987060546875
34,2959.765625,2650.15576171875
15,2703.38037109375,2332.164306640625
3,654.3218994140625,1540.23193359375
4,2865.55419921875,1434.9461669921875
20,506.8425903320313,1406.707763671875
0,1603.83984375,873.8372192382812
28,2038.9183349609373,754.4861450195312
36,428.318603515625,573.01171875
33,395.75677490234375,343.83306884765625
34,2961.046630859375,2652.9765625
21,2886.201904296875,2437.22265625
15,2703.3056640625,2331.923828125
5,3254.402587890625,1859.4127197265625
3,652.00439453125,1534.639404296875
4,2865.494140625,1434.9404296875
20,506.7940673828125,1408.551513671875
43,3141.4677734375,1267.453857421875
0,1603.99072265625,873.7518920898438
28,2039.569091796875,754.552001953125
36,460.49853515625,559.511474609375
30,918.930419921875,414.0810546875
34,2960.847412109375,2653.09326171875
21,2886.21240234375,2437.1494140625
15,2703.619140625,2332.0302734375
5,3254.6787109375,1859.6807861328125
3,641.003662109375,1517.163818359375
4,2865.24658203125,1435.04736328125
43,3140.87353515625,1269.9022216796875
0,1603.991943359375,873.72216796875
28,2039.1015625,754.460205078125
36,469.9108581542969,538.3236083984375
30,922.6538696289062,419.2944946289063
33,395.83685302734375,343.57769775390625
34,2959.80517578125,2650.124755859375
15,2703.572265625,2332.25341796875
5,3254.16455078125,1859.923095703125
3,638.4429931640625,1506.29541015625
20,507.0,1406.5
43,3138.6884765625,1263.765869140625
0,1603.377197265625,874.3427734375
28,2039.66650390625,754.4992065429688
30,923.5,419.0
34,2961.22705078125,2653.177001953125
21,2886.18798828125,2437.376220703125
15,2703.57763671875,2332.2392578125
5,3254.348876953125,1859.622314453125
3,630.8403930664062,1491.3486328125
4,2865.78955078125,1434.865234375
20,511.1580200195313,1401.901611328125
43,3140.212890625,1258.4683837890625
0,1604.1298828125,874.6975708007812
28,2039.8314208984373,754.6075439453125
30,922.0,415.5
33,397.26513671875,344.0728454589844
21,2886.37158203125,2437.348876953125
15,2703.408203125,2332.27685546875
5,3254.6298828125,1859.662841796875
3,614.7216796875,1482.882080078125
4,2865.822998046875,1434.8665771484375
20,510.1707153320313,1403.19091796875
43,3140.23974609375,1261.7509765625
0,1603.998046875,874.7321166992188
28,2039.77099609375,754.519287109375
36,527.135009765625,468.2375793457031
30,920.4254150390624,410.8953247070313
34,2959.6005859375,2650.099609375
21,2885.849853515625,2437.260986328125
15,2703.39404296875,2332.05712890625
5,3254.1533203125,1859.645751953125
3,617.3482055664062,1494.1226806640625
4,2865.8232421875,1434.85791015625
20,511.0415954589844,1398.118896484375
43,3138.49365234375,1262.983154296875
0,1603.82470703125,873.78076171875
28,2039.8604736328125,754.6566772460938
30,911.8463134765624,401.349853515625
33,394.35302734375,343.05474853515625
47,3476.983154296875,337.68475341796875
34,2961.1806640625,2653.34130859375
21,2885.88671875,2437.302490234375
15,2703.29345703125,2331.8623046875
5,3254.49609375,1859.4520263671875
